DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
2010-10-25,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.768,23.347,53.5223,%,52.768,88.664,20.201,1647,249163,3532,,production,OP
2010-10-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.696,23.231,52.48133,%,53.696,88.206,21.233,1620,245776,3494,,production,OP
2010-10-27,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.84,23.088,52.32407,%,53.84,86.901,21.384,1611,244205,3490,,production,OP
2010-10-28,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.58,23.227,52.27818,%,53.58,87.859,21.15,1612,242999,3495,,production,OP
2010-10-29,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.823,23.103,52.19111,%,53.823,87.543,21.514,1604,242772,3491,,production,OP
2010-10-30,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.554,23.118,52.50018,%,53.554,86.65,21.173,1606,241106,3519,,production,OP
2010-10-31,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,25,0,0,52.642,23.158,53.11876,%,52.642,88.527,20.099,1678,248776,3676,,production,OP
2010-11-01,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.115,22.819,53.18981,%,52.115,89.216,19.606,1597,237082,3492,,production,OP
2010-11-02,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.116,22.38,53.30525,%,52.116,86.339,19.579,1582,240203,3431,,production,OP
2010-11-03,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.734,22.65,53.30298,%,51.734,88.501,19.19,1577,239406,3454,,production,OP
2010-11-04,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.651,22.892,53.34418,%,51.651,89.281,19.119,1570,233135,3500,,production,OP
2010-11-05,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.513,22.393,53.21675,%,51.513,89.298,19.016,1547,232394,3433,,production,OP
2010-11-06,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.359,22.514,53.17567,%,51.359,89.29,18.857,1540,233892,3435,,production,OP
2010-11-07,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.34,22.721,53.43306,%,51.34,89.168,18.862,1534,233448,3472,,production,OP
2010-11-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,20.75,0,0,52.339,20.858,50.10099,%,52.339,84.678,20.027,1283,196684,2992,,production,OP
2010-11-09,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,48.225,23.065,55.84636,%,48.225,88.135,16.213,1592,241376,3784,,production,OP
2010-11-10,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.93,24.071,54.01701,%,49.93,89.715,17.859,1495,231837,3600,,production,OP
2010-11-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.26,23.846,53.2252,%,51.26,88.047,18.718,1543,235824,3668,,production,OP
2010-11-12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.213,23.83,53.23306,%,51.213,89.425,18.434,1533,232196,3792,,production,OP
2010-11-13,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.046,23.412,53.24797,%,51.046,89.651,18.28,1529,230403,3737,,production,OP
2010-11-14,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.987,23.233,53.22245,%,50.987,89.452,17.91,1508,220192,3857,,production,OP
2010-11-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,3.16,0,0,53.921,22.774,44.68114,%,53.921,88.893,20.522,156,23536,439,,production,OP
2010-11-16,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,20.34,0,0,49.882,15.042,48.93088,%,49.882,81.28,17.191,1074,163273,2837,,production,OP
2010-11-17,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22.08,0,0,52.316,19.986,48.81379,%,52.316,84.658,19.617,1239,187270,2471,,production,OP
2010-11-18,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.175,22.704,51.17313,%,51.175,85.181,18.522,1475,221348,3465,,production,OP
2010-11-19,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.063,22.766,51.23891,%,51.063,86.035,18.413,1538,231846,3426,,production,OP
2010-11-20,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.739,22.867,52.28503,%,50.739,88.246,18.141,1531,231413,3496,,production,OP
2010-11-21,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.791,22.767,52.10602,%,49.791,88.197,17.308,1543,232623,3444,,production,OP
2010-11-22,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,48.833,22.742,53.03917,%,48.833,88.991,16.331,1596,241499,3723,,production,OP
2010-11-23,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,48.607,22.509,54.26448,%,48.607,89.002,16.102,1612,246814,3526,,production,OP
2010-11-24,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,48.832,22.8,54.34793,%,48.832,88.674,16.305,1614,247542,3578,,production,OP
2010-11-25,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.166,23.212,54.34033,%,49.166,88.445,16.62,1610,247608,3635,,production,OP
2010-11-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.512,23.386,54.33144,%,49.512,87.876,16.944,1613,248121,3681,,production,OP
2010-11-27,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.953,23.524,54.24016,%,49.953,87.586,17.39,1612,247777,3721,,production,OP
2010-11-28,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.19,23.624,54.15442,%,50.19,86.968,17.629,1614,247885,3754,,production,OP
2010-11-29,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.173,23.651,53.03458,%,51.173,87.018,18.648,1586,243324,3726,,production,OP
2010-11-30,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.343,23.885,52.98703,%,51.343,87.94,18.791,1626,247126,3664,,production,OP
2010-12-01,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.725,23.725,52.49132,%,51.725,87.726,19.195,1610,245402,3621,,production,OP
2010-12-02,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.984,23.664,52.08495,%,51.984,88.491,19.411,1590,243036,3604,,production,OP
2010-12-03,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.232,23.52,52.04647,%,52.232,87.963,19.648,1586,241526,3619,,production,OP
2010-12-04,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.136,23.521,52.12508,%,52.136,88.564,19.501,1579,242675,3623,,production,OP
2010-12-05,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.622,23.186,51.26091,%,52.622,88.568,19.983,1551,238476,3568,,production,OP
2010-12-06,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.818,23.114,50.91861,%,52.818,88.878,20.16,1491,229165,3710,,production,OP
2010-12-07,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.82,23.053,50.9449,%,52.82,89.004,20.165,1474,226841,3546,,production,OP
2010-12-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.855,22.886,50.92559,%,52.855,88.358,20.147,1472,226044,3553,,production,OP
2010-12-09,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22.33,0,0,52.248,21.044,48.28611,%,52.248,86.493,19.374,1201,183252,3198,,production,OP
2010-12-10,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.315,22.819,52.08388,%,51.315,87.706,18.683,1471,226112,3641,,production,OP
2010-12-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.349,22.537,52.0692,%,51.349,88.61,18.718,1471,226462,3564,,production,OP
2010-12-12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.297,22.778,52.09,%,51.297,89.181,18.663,1477,220800,3575,,production,OP
2010-12-13,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.372,22.991,50.9833,%,51.372,89.217,18.752,1467,223129,3644,,production,OP
2010-12-14,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.565,22.925,52.21078,%,51.565,88.687,18.951,1483,227086,3684,,production,OP
2010-12-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.309,22.84,51.13153,%,52.309,88.949,19.703,1454,223945,3629,,production,OP
2010-12-16,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.871,22.409,50.42834,%,52.871,87.538,20.208,1445,222095,3591,,production,OP
2010-12-17,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.879,22.543,50.39614,%,52.879,87.941,20.21,1441,220689,3598,,production,OP
2010-12-18,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.097,22.327,50.45304,%,53.097,86.322,20.451,1442,219765,3658,,production,OP
2010-12-19,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.01,22.372,50.46053,%,53.01,86.447,20.36,1435,219213,3574,,production,OP
2010-12-20,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.917,22.624,50.48195,%,52.917,88.054,20.249,1440,220415,3587,,production,OP
2010-12-21,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.794,22.674,50.63498,%,52.794,88.667,20.134,1451,222092,3629,,production,OP
2010-12-22,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.797,22.63,50.67304,%,52.797,88.943,20.157,1457,222283,3640,,production,OP
2010-12-23,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.21,22.675,51.47146,%,52.21,89.102,19.541,1494,226241,3705,,production,OP
2010-12-24,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.602,22.595,50.98222,%,52.602,88.426,19.939,1479,224893,3693,,production,OP
2010-12-25,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.801,22.489,50.68312,%,52.801,88.913,20.203,1465,223329,3693,,production,OP
2010-12-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.982,22.484,50.44452,%,52.982,88.833,20.358,1455,222372,3668,,production,OP
2010-12-27,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.174,22.29,50.3898,%,53.174,87.565,20.542,1448,221844,3666,,production,OP
2010-12-28,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23,0,0,54.894,20.683,45.53653,%,54.894,83.97,21.99,1174,177470,3093,,production,OP
2010-12-29,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.414,21.572,48.68852,%,52.414,87.358,19.876,1365,208245,3617,,production,OP
2010-12-30,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.85,22.349,50.17907,%,51.85,88.152,19.25,1433,218828,3511,,production,OP
2010-12-31,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.273,22.295,49.68595,%,52.273,88.808,19.7,1417,216938,3634,,production,OP
2011-01-01,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.799,21.997,49.19399,%,52.799,88.299,20.21,1401,213709,3480,,production,OP
2011-01-02,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.821,21.996,49.19051,%,52.821,88.422,20.209,1445,220374,3718,,production,OP
2011-01-03,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.5,0,0,53.032,22.044,49.23932,%,53.032,87.541,20.422,1468,224416,3768,,production,OP
2011-01-04,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.672,22.027,49.67936,%,53.672,87.394,21.107,1496,228677,3829,,production,OP
2011-01-05,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.895,21.87,49.38859,%,53.895,87.162,21.329,1490,227707,3796,,production,OP
2011-01-06,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.608,21.89,49.41672,%,53.608,88.184,21.002,1489,227472,3803,,production,OP
2011-01-07,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.705,21.846,49.39142,%,53.705,87.446,21.116,1494,227028,3807,,production,OP
2011-01-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.786,21.851,49.41527,%,53.786,87.185,21.195,1494,227348,3808,,production,OP
2011-01-09,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.575,21.846,49.47381,%,53.575,87.651,20.987,1494,227605,3634,,production,OP
2011-01-10,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,54.2,21.804,49.1848,%,54.2,86.313,21.638,1471,223605,3640,,production,OP
2011-01-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,54.028,21.849,49.01127,%,54.028,86.417,21.469,1459,222107,3652,,production,OP
2011-01-12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,53.984,21.802,49.0013,%,53.984,85.721,21.423,1486,222798,3820,,production,OP
2011-01-13,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.313,22.153,51.49983,%,52.313,88.453,19.632,1535,233758,3989,,production,OP
2011-01-14,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.376,22.139,51.46388,%,52.376,88.445,19.694,1510,230528,3917,,production,OP
2011-01-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.569,22.015,51.51943,%,52.569,87.071,19.897,1508,229845,3945,,production,OP
2011-01-16,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.679,21.92,51.59978,%,52.679,85.69,19.991,1507,229145,3929,,production,OP
2011-01-17,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.477,22.092,51.60089,%,52.477,87.481,19.793,1442,219892,3805,,production,OP
2011-01-18,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.22,22.257,51.58359,%,52.22,89.278,19.536,1435,219065,3808,,production,OP
2011-01-19,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.158,22.289,51.61103,%,52.158,89.262,19.493,1430,217984,3808,,production,OP
2011-01-20,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.445,22.293,51.1411,%,52.445,89.4,19.797,1403,213950,3755,,production,OP
2011-01-21,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.589,22.106,50.85808,%,52.589,89.113,19.952,1416,215863,3785,,production,OP
2011-01-22,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.585,22.081,49.77899,%,52.585,89.178,19.96,1400,213904,3695,,production,OP
2011-01-23,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.571,22.027,50.84473,%,52.571,89.033,19.943,1391,212403,3735,,production,OP
2011-01-24,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.478,21.972,50.86172,%,52.478,88.907,19.845,1393,212635,3742,,production,OP
2011-01-25,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.446,22.077,50.81063,%,52.446,88.919,19.787,1377,210822,3729,,production,OP
2011-01-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.35,22.296,50.7695,%,52.35,89.097,19.704,1379,210676,3723,,production,OP
2011-01-27,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.302,22.301,50.85785,%,52.302,89.338,19.654,1376,210336,3726,,production,OP
2011-01-28,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.401,22.255,50.81413,%,52.401,88.818,19.761,1379,210613,3736,,production,OP
2011-01-29,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.273,22.123,50.82642,%,52.273,88.977,19.634,1400,214213,3787,,production,OP
2011-01-30,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.516,22.017,50.88162,%,52.516,87.269,19.875,1400,213688,3782,,production,OP
2011-01-31,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,52.471,21.815,50.8821,%,52.471,86.72,19.836,1380,211836,3735,,production,OP
2011-02-01,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,14.78,0,0,53.196,21.556,48.95885,%,53.196,86.182,20.59,806,127638,2355,,production,OP
2011-02-05,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,14.06,0,0,45.267,7.264,49.06867,%,45.267,76.627,13.766,530,83902,1739,,production,OP
2011-02-06,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22.67,0,0,47.001,18.464,54.63644,%,47.001,87.488,14.202,1235,184402,3859,,production,OP
2011-02-07,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,46.959,22.852,55.65661,%,46.959,88.698,14.653,1411,214714,3912,,production,OP
2011-02-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,47.619,23.369,54.45897,%,47.619,89.997,15.357,1382,211755,3755,,production,OP
2011-02-09,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,47.809,22.32,54.57079,%,47.809,88.66,15.486,1387,214620,3892,,production,OP
2011-02-10,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,47.721,21.659,53.96256,%,47.721,88.531,15.339,1408,215290,3793,,production,OP
2011-02-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,46.487,21.809,54.89679,%,46.487,88.399,13.954,1417,216671,3995,,production,OP
2011-02-12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,45.883,22.652,55.72854,%,45.883,87.73,13.377,1410,216128,3776,,production,OP
2011-02-13,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,20.5,0,0,45.377,22.739,55.05146,%,45.377,87.984,13.146,1033,162597,2842,,production,OP
2011-02-14,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,8,0,0,46.03,18.779,50.5428,%,46.03,79.257,13.816,445,92922,1230,,production,OP
2011-02-15,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,21.25,0,0,49.749,10.374,42.63831,%,49.749,73.857,17.427,836,124522,1627,,production,OP
2011-02-16,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,45.782,20.45,56.2044,%,45.782,85.975,13.426,1425,217732,4028,,production,OP
2011-02-17,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,45.947,21.309,55.87012,%,45.947,87.54,13.577,1292,200601,3531,,production,OP
2011-02-18,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,46.526,22.39,55.29905,%,46.526,88.334,14.213,1279,199842,3741,,production,OP
2011-02-19,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,47.364,22.47,53.99706,%,47.364,88,15.086,1262,196505,3735,,production,OP
2011-02-20,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,47.54,22.714,53.99626,%,47.54,88.631,15.254,1263,196306,3956,,production,OP
2011-02-21,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,47.672,22.918,53.99647,%,47.672,88.737,15.391,1263,196339,3809,,production,OP
2011-02-22,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,48.207,23.041,53.32096,%,48.207,88.195,15.886,1190,185687,3683,,production,OP
2011-02-23,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,48.967,23.027,52.39727,%,48.967,87.632,16.692,1178,183817,3694,,production,OP
2011-02-24,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.305,23.328,52.15061,%,49.305,88.981,17.001,1167,181615,3716,,production,OP
2011-02-25,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.076,23.29,51.21407,%,50.076,88.298,17.775,1151,177199,3683,,production,OP
2011-02-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.072,23.443,50.84546,%,50.072,89.633,17.666,1136,173770,3635,,production,OP
2011-02-27,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.885,23.452,50.81435,%,49.885,90.002,17.44,1130,172794,3642,,production,OP
2011-02-28,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.057,23.488,50.53195,%,50.057,90.311,17.636,1123,171859,3643,,production,OP
2011-03-01,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,49.806,23.605,50.57687,%,49.806,89.776,17.384,1128,172528,3679,,production,OP
2011-03-02,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.84,23.317,49.7682,%,50.84,88.301,18.489,1108,169579,3635,,production,OP
2011-03-03,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,51.103,23.331,49.43355,%,51.103,90.103,18.719,1096,168286,3604,,production,OP
2011-03-04,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.141,23.441,50.07241,%,50.141,90.084,17.714,1111,169926,3673,,production,OP
2011-03-05,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.75,23.25,49.90547,%,50.75,89.942,18.338,1100,168700,3652,,production,OP
2011-03-06,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,50.848,23.246,49.84647,%,50.848,89.094,18.453,1099,166899,3666,,production,OP
